,index,sex,mstatus,age,children,occupation,education,income,avbal,avtrans,decision,predict_score
592,593,F,single,20.05,0,finance,secondary,1756.45,7872.09,1199.28,B,4.208390130058952
593,594,M,single,46.44,0,medicine,postgrad,7119.24,33107.69,4774.8,None,5.759811648169643
594,595,F,widowed,59.72,2,education,professional,7999.92,44733.84,3010.56,None,5.444738495418727
595,596,M,single,28.0,0,government,professional,10121.36,46721.65,3037.19,None,5.546933764468239
596,597,F,married,31.68,1,manuf,secondary,2730.97,15406.86,830.33,None,4.323081365720632
597,598,M,divorced,44.99,2,government,secondary,1028.85,9153.72,1082.24,None,4.530869835057127
598,599,F,single,37.35,0,manuf,secondary,2368.34,6049.24,1076.91,None,4.175526627207721
599,600,M,married,49.01,1,education,secondary,756.7,6730.93,45.76,None,3.6615328290321125
600,601,M,single,32.81,0,finance,secondary,3361.07,15616.08,2119.05,None,4.90061472541268
601,602,F,single,44.21,0,government,secondary,2418.01,12000.81,582.9,None,4.362984838306473
602,603,F,married,35.56,2,construct,tertiary,2418.01,12000.81,582.9,A,4.197097073380935
603,604,F,divorced,36.61,1,government,secondary,1534.41,12415.32,804.11,None,4.313991566607152
604,605,M,single,23.23,0,government,postgrad,8675.55,10094.5,2773.25,None,4.958348710416971
605,606,F,married,49.03,2,legal,tertiary,7440.09,30042.31,2085.96,A,5.20694977111099
606,607,M,single,28.07,0,finance,secondary,565.66,15456.75,1865.0,None,4.752581596363186
607,608,F,married,39.04,0,IT,tertiary,8156.1,33611.17,1846.41,None,5.171942986066661
608,609,F,married,26.46,0,finance,postgrad,4282.88,19819.25,1930.6,None,4.9442567842419765
609,610,M,married,66.64,0,retired,secondary,2282.95,9194.57,456.02,None,3.5527611617616213
610,611,F,married,41.87,0,finance,secondary,1025.4,16198.76,937.61,None,4.502241944997223
611,612,F,married,41.21,0,manuf,tertiary,5008.93,22921.57,1181.78,None,4.875728817993846
612,613,M,married,63.06,2,manuf,secondary,3620.18,12329.6,820.9,A,4.355297015423586
613,614,M,married,39.74,1,construct,secondary,3620.18,12329.6,820.9,None,4.47321418578976
614,615,F,married,50.07,0,manuf,tertiary,5324.57,21972.23,1471.24,None,4.90546296880404
615,616,F,married,37.61,4,legal,tertiary,5396.38,12431.43,991.05,None,4.470001203408905
616,617,M,single,41.8,0,education,tertiary,4017.73,19989.3,947.94,None,4.882635758453257
617,618,M,married,20.0,3,government,secondary,4162.98,11377.4,744.48,None,4.281761593046823
618,619,M,married,26.66,1,education,tertiary,3913.0,22076.67,1668.99,None,4.995528785024915
619,620,M,single,20.93,0,government,postgrad,9983.88,24035.64,2787.52,None,5.3353951013419
620,621,M,single,19.33,0,education,secondary,3401.64,14374.65,69.49,None,3.9140565365674322
621,622,F,divorced,68.35,3,retired,professional,7723.52,19855.56,1013.21,None,4.270552167559676
622,623,M,single,30.81,0,government,secondary,1001.33,12018.35,209.87,None,3.9445631591451105
623,624,F,widowed,56.01,1,education,tertiary,4140.42,5780.7,1724.59,None,4.415542025117684
624,625,F,divorced,30.45,1,IT,tertiary,5358.98,22221.96,2416.88,None,5.117614652363809
625,626,M,married,35.05,2,finance,tertiary,5295.53,22866.75,2174.63,A,5.197491978387285
626,627,M,single,25.63,0,legal,tertiary,11887.31,22585.61,3944.5,None,5.332300562710562
627,628,M,widowed,69.61,0,retired,tertiary,2842.85,15448.78,1147.37,None,4.173236333283411
628,629,M,widowed,59.83,0,manuf,secondary,2528.92,11847.88,770.2,None,4.307492169532553
629,630,F,widowed,70.02,0,retired,postgrad,2446.3,33356.61,1240.91,None,4.472947961339407
630,631,M,married,25.64,2,medicine,professional,9756.36,55843.17,5122.79,A,5.756502816943883
631,632,F,married,39.18,2,education,professional,9691.79,24948.8,949.69,None,4.8802752260320865
632,633,F,divorced,64.73,1,government,professional,12942.22,54919.07,1174.71,None,5.14032814388985
633,634,M,married,59.45,2,finance,postgrad,10426.73,29460.48,1042.93,None,5.002259309693286
634,635,F,married,39.27,2,IT,secondary,933.69,12302.49,1303.04,None,4.461616510988069
635,636,M,married,42.51,2,legal,secondary,2574.35,20220.65,828.49,None,4.744682803411992
636,637,F,married,38.11,2,construct,secondary,2574.35,20220.65,828.49,None,4.5068382488308725
637,638,F,divorced,45.0,2,government,professional,15886.74,28400.25,1851.32,None,5.444081078412449
638,639,F,married,28.15,1,finance,tertiary,2746.5,18205.65,3559.71,None,5.030098102403746
639,640,M,divorced,25.17,2,finance,tertiary,5477.83,22224.64,2056.67,None,5.103225939020753
640,641,F,married,51.94,2,finance,postgrad,9198.67,33090.32,4961.85,None,5.506136563962637
641,642,F,divorced,69.45,2,retired,tertiary,2441.06,14987.41,331.35,None,3.658753246981646
642,643,F,married,37.92,2,finance,postgrad,10073.63,30795.74,3754.96,None,5.4609395349382845
643,644,M,married,52.4,1,government,tertiary,6161.74,21338.27,1551.74,None,5.038652012605551
644,645,F,married,69.15,1,retired,secondary,1499.97,10697.22,1354.99,None,3.846554909400015
645,646,F,married,46.69,3,legal,postgrad,7174.52,51443.33,4874.25,None,5.708026595194269
646,647,F,single,47.75,0,IT,tertiary,6708.68,36184.38,2603.56,None,5.434220277414392
647,648,M,single,38.14,0,education,tertiary,3943.67,20422.36,1799.87,None,5.095946409952988
648,649,M,divorced,34.95,1,finance,secondary,1767.0,14617.1,2123.25,None,4.86449397604073
649,650,F,married,35.77,0,manuf,secondary,2861.86,12341.95,1379.41,A,4.475811247233664
650,651,F,married,45.48,1,finance,secondary,1283.11,21000.74,1087.18,None,4.730295212591072
651,652,M,single,25.1,0,medicine,tertiary,6179.39,25919.54,2536.51,B,5.252542820143637
652,653,M,single,47.58,0,IT,secondary,1935.72,15992.69,556.6,None,4.462353341869203
653,654,M,married,42.16,1,IT,tertiary,4561.4,15692.33,1999.36,None,5.115355585125418
654,655,F,single,20.56,0,IT,professional,15454.28,25290.38,4972.15,None,5.435731782004395
655,656,M,divorced,36.16,1,legal,secondary,4137.5,7285.46,1989.59,None,4.594753115049599
656,657,F,divorced,72.44,2,retired,tertiary,2137.24,12522.51,807.41,None,3.835287536591393
657,658,F,divorced,40.02,2,medicine,secondary,2892.27,12045.38,1589.89,None,4.666575289126538
658,659,M,divorced,61.14,1,IT,postgrad,14926.46,23191.1,2926.1,None,5.363614627822419
659,660,F,divorced,52.02,0,finance,tertiary,2968.22,21291.19,1369.14,None,4.877104272836149
660,661,F,single,39.89,0,education,tertiary,3882.51,23513.36,1145.44,None,4.910475428965075
661,662,M,single,27.24,0,manuf,tertiary,6232.86,8496.6,2021.78,None,4.692870633929607
662,663,M,married,35.22,1,government,secondary,2490.72,17113.91,284.02,None,4.227533706908483
663,664,M,single,27.89,0,legal,professional,14736.21,34852.12,6082.29,None,5.778223133467715
664,665,F,married,37.44,2,legal,tertiary,9218.1,29720.99,3913.3,A,5.362631201747413
665,666,F,divorced,47.95,1,medicine,tertiary,11306.48,45672.71,3306.97,None,5.559287063663241
666,667,F,widowed,58.66,0,finance,tertiary,6324.61,25830.71,2448.04,None,5.179479550993652
667,668,F,married,22.62,1,manuf,postgrad,6014.61,25244.07,2162.57,None,5.09413406128861
668,669,M,single,39.87,0,legal,tertiary,6993.92,18298.91,3138.53,None,5.315977531763295
669,670,M,married,45.33,2,government,postgrad,11164.85,46632.5,2541.4,None,5.718503495428237
670,671,M,married,38.35,0,manuf,secondary,2162.07,8888.64,808.41,None,4.286271157669448
671,672,M,divorced,43.03,1,IT,postgrad,8884.88,17975.16,4191.64,None,5.534372806608216
672,673,M,married,26.59,0,legal,secondary,2464.51,20019.82,1554.69,None,4.826971158083839
673,674,F,divorced,43.57,0,construct,secondary,2464.51,20019.82,1554.69,None,4.965217157346679
674,675,F,divorced,59.44,1,legal,postgrad,8477.8,45466.29,5885.52,None,5.677730063312614
675,676,F,married,41.27,2,construct,postgrad,8477.8,45466.29,5885.52,A,5.772536736410712
676,677,M,married,36.86,0,government,secondary,2612.11,20001.14,570.54,None,4.504572456447498
677,678,F,single,29.99,0,legal,secondary,1120.04,24809.72,1848.08,None,4.902523064656128
678,679,F,single,25.72,0,education,secondary,1110.37,12435.17,955.8,None,4.296922598144146
679,680,F,married,69.59,0,retired,secondary,1288.69,5364.0,825.7,None,3.3737050256270504
680,681,F,single,18.92,0,government,tertiary,5071.84,1312.35,1290.1,None,3.932732689708038
681,682,M,married,48.64,1,manuf,tertiary,3078.33,16267.37,1496.39,None,4.9367678599118765
682,683,F,divorced,67.8,1,retired,tertiary,4233.5,21090.72,1054.93,None,4.226120334883895
683,684,M,married,29.59,1,construct,tertiary,4233.5,21090.72,1054.93,None,4.793822012694333
684,685,M,single,35.73,0,finance,secondary,1741.13,14491.1,1045.64,None,4.55759321179762
685,686,M,divorced,51.91,2,IT,secondary,1601.79,15974.7,805.82,None,4.506300958899262
686,687,M,married,40.0,1,manuf,postgrad,5843.79,35709.73,2616.6,None,5.568538088650284
687,688,M,married,48.56,0,manuf,postgrad,4772.7,27022.71,2540.78,None,5.473923984972874
688,689,F,married,40.17,0,finance,secondary,1102.49,15841.46,1209.34,A,4.563380375997481
689,690,M,single,27.84,0,education,secondary,2661.86,5622.38,532.2,None,3.89410399466751
690,691,F,single,25.89,0,manuf,professional,13205.43,15820.11,6857.32,None,5.602172581555431
691,692,M,widowed,78.21,1,retired,secondary,1457.01,10017.72,1085.73,None,3.8269899247297747
692,693,F,married,34.16,1,IT,tertiary,7219.35,12122.14,2029.55,A,4.743641757205355
693,694,M,divorced,56.92,2,IT,tertiary,4981.25,22089.9,1953.66,None,5.098602786700423
694,695,M,single,27.91,0,government,secondary,2244.02,10163.05,505.16,None,4.09192368292066
695,696,M,married,48.47,0,manuf,tertiary,5471.97,814.95,2038.46,None,4.320148328567592
696,697,M,married,35.34,0,finance,tertiary,4296.81,23993.14,3295.92,None,5.363266722168307
697,698,M,widowed,59.99,1,education,postgrad,7425.96,32669.19,1111.86,None,5.049948087101764
698,699,M,married,34.96,2,finance,secondary,2605.72,8699.05,530.08,None,4.097348728000744
699,700,M,married,58.69,0,construct,secondary,2605.72,8699.05,530.08,A,4.058565920993386
700,701,M,divorced,66.73,2,retired,tertiary,3713.81,26866.04,782.02,None,4.26782288500811
701,702,F,single,42.45,0,legal,tertiary,2865.8,42792.8,2724.65,None,5.480388200791174
702,703,F,single,33.52,0,manuf,tertiary,5007.86,23172.09,2174.52,None,5.110719051440881
703,704,F,single,28.53,0,IT,secondary,1839.69,8402.53,1383.09,None,4.319353939846851
704,705,F,married,31.86,0,government,secondary,2570.25,4004.41,1135.59,None,3.947348886072161
705,706,F,single,26.79,0,government,secondary,953.11,19712.34,789.36,None,4.424309043498544
706,707,F,widowed,72.76,3,retired,postgrad,3493.57,18993.73,1197.26,None,4.264027582296569
707,708,F,married,20.13,1,IT,secondary,1427.85,19632.56,949.35,None,4.420175128490337
708,709,F,married,40.02,1,manuf,tertiary,4961.27,3663.28,1493.18,None,4.254330253881575
709,710,M,widowed,60.02,0,manuf,tertiary,4092.82,12359.94,1530.55,None,4.704071284383656
710,711,M,single,31.46,0,finance,tertiary,8266.15,12433.17,1768.08,None,4.824133917296258
711,712,M,divorced,31.98,2,finance,secondary,3250.2,7661.93,966.24,None,4.24867860939995
712,713,M,married,30.24,0,manuf,professional,10797.6,43840.12,2832.01,None,5.524851517002604
713,714,F,divorced,72.47,2,retired,secondary,991.15,6977.61,485.29,None,3.3380523053608986
714,715,F,single,26.55,0,construct,secondary,991.15,6977.61,485.29,None,3.822422843637554
715,716,M,married,25.34,3,finance,tertiary,3735.53,12715.07,3315.75,None,5.013944172081043
716,717,F,divorced,45.57,0,manuf,secondary,3107.78,6307.33,804.89,None,4.2069221052005545
717,718,F,divorced,55.84,0,legal,secondary,3179.27,26469.3,1071.26,None,4.744423234787959
718,719,M,single,47.41,0,finance,postgrad,3285.71,19993.33,3407.56,None,5.464178798244337
719,720,M,divorced,43.06,2,finance,postgrad,5475.49,15278.83,3728.35,None,5.432870159258359
720,721,M,single,45.13,0,manuf,tertiary,5767.09,20150.48,987.14,None,4.979224611620811
721,722,F,married,39.69,2,legal,tertiary,2721.66,28354.99,1185.04,A,4.897001884662936
722,723,M,married,34.93,1,government,postgrad,9979.31,26134.38,2065.62,None,5.324756398701762
723,724,M,married,41.02,1,legal,secondary,3803.47,20596.94,1690.89,None,5.036773946807803
724,725,F,divorced,74.79,1,retired,tertiary,2620.07,15527.9,1129.35,None,4.068917947592258
725,726,M,married,56.38,1,government,tertiary,4988.09,22007.77,1495.21,A,4.9826063260097975
726,727,M,widowed,53.2,0,government,postgrad,8219.18,3917.26,3754.81,None,4.77682333281113
727,728,M,married,27.89,1,education,tertiary,3728.02,34551.76,1792.58,A,5.176175575309527
728,729,M,single,28.0,0,education,tertiary,3470.55,16974.69,1080.62,None,4.691294733378086
729,730,F,single,27.96,0,medicine,secondary,4879.99,6268.61,2323.3,None,4.48050857162576
730,731,M,single,28.0,0,government,secondary,4092.2,10312.22,1027.52,None,4.3829370349382915
731,732,M,married,24.84,2,education,postgrad,8578.81,40964.26,1154.56,None,5.105988772893498
732,733,F,married,40.29,0,government,tertiary,6680.0,9360.44,1524.87,None,4.5901057476648335
733,734,F,married,46.24,2,IT,postgrad,9920.57,31883.49,3014.12,A,5.527384546801981
734,735,M,married,39.85,2,IT,tertiary,2702.8,25967.57,2444.53,None,5.337620294661312
735,736,M,single,39.05,0,finance,tertiary,8783.51,30179.66,1292.94,None,5.1368990247660955
736,737,M,married,36.18,2,finance,secondary,1393.84,18977.67,2164.65,None,4.994100350192985
737,738,F,divorced,37.84,1,IT,postgrad,5661.21,47751.32,3000.84,None,5.549153498572774
738,739,F,married,67.78,1,retired,tertiary,3087.85,23905.9,1590.28,None,4.365707272333529
739,740,M,married,39.99,2,manuf,secondary,2535.76,20452.82,1338.44,None,4.893287575409023
740,741,M,single,34.21,0,manuf,secondary,2827.91,15320.42,914.79,None,4.5313238351309755
741,742,F,married,45.32,2,finance,secondary,1369.85,17973.6,1442.15,None,4.7928856861478275
742,743,M,widowed,61.93,1,government,tertiary,5010.56,20885.41,2227.87,None,5.100659859325626
743,744,M,married,40.28,2,government,tertiary,4282.43,30037.17,753.6,A,4.913168490097027
744,745,M,single,27.18,0,manuf,secondary,2047.22,13802.91,795.24,None,4.370832454413421
745,746,M,married,26.6,1,government,secondary,1074.31,9183.26,371.26,A,3.931867304680515
746,747,F,divorced,40.66,2,finance,tertiary,7276.48,22529.93,2305.0,None,5.23646867778471
747,748,F,divorced,57.29,2,government,tertiary,4995.33,26083.81,1597.76,None,4.995858257021478
748,749,F,single,24.83,0,construct,tertiary,4995.33,26083.81,1597.76,None,4.972829040085273
749,750,F,married,30.93,0,construct,tertiary,4995.33,26083.81,1597.76,None,4.924349953486663
750,751,F,single,27.66,0,finance,tertiary,3011.28,24418.57,3522.56,None,5.2302621303326795
751,752,F,single,19.96,0,IT,secondary,586.86,15931.03,1567.66,None,4.594481226583632
752,753,M,married,40.91,0,finance,postgrad,8981.14,30580.62,2276.43,None,5.513980972634325
753,754,F,single,45.32,0,education,tertiary,5814.55,30931.06,1411.33,None,5.210694128768068
754,755,F,married,33.04,2,government,tertiary,4831.08,33431.8,1581.59,None,5.011361900374084
755,756,M,divorced,36.29,0,government,secondary,3009.45,2229.96,795.18,None,3.8686870551689854
756,757,F,single,21.82,0,manuf,postgrad,4473.74,17458.64,3858.5,B,5.173659994570771
757,758,M,single,38.41,0,government,secondary,4074.19,10546.53,1213.83,None,4.551407597431385
758,759,F,married,37.61,1,legal,professional,4147.2,57314.44,8138.31,A,6.800513670823987
759,760,F,married,34.21,1,government,tertiary,4977.13,22598.72,1499.69,A,4.868182119518483
760,761,M,married,35.35,0,manuf,secondary,2495.95,10314.84,941.49,A,4.375773860233982
761,762,F,divorced,65.01,2,retired,tertiary,3099.61,4686.96,916.3,None,3.560647360073073
762,763,F,single,39.86,0,education,postgrad,5978.99,23022.9,2377.78,None,5.323742125870447
763,764,M,single,24.32,0,education,tertiary,4313.99,20201.45,697.24,None,4.594489074286341
764,765,F,married,26.73,2,IT,postgrad,10538.86,29376.14,4191.19,A,5.362387097265142
765,766,M,single,26.81,0,legal,tertiary,5297.12,29895.86,2482.71,B,5.2913345035496
766,767,F,divorced,44.88,0,finance,professional,12715.7,17442.26,4972.58,None,5.5287530720221305
767,768,F,married,67.1,1,retired,tertiary,2326.82,14908.37,1210.98,None,4.023165221355991
768,769,F,single,28.01,0,manuf,secondary,2047.26,8016.6,828.01,None,4.086506947175476
769,770,F,divorced,66.82,1,retired,professional,5387.15,35500.66,1506.26,None,4.621470523225642
770,771,F,married,24.94,0,IT,tertiary,9489.81,25158.06,1859.45,A,4.9741129948
771,772,F,married,22.43,2,finance,secondary,1258.07,8635.55,1809.69,A,4.343451873527915
772,773,F,married,39.82,2,finance,tertiary,7216.15,36748.76,2759.79,None,5.357321007619976
773,774,M,single,36.27,0,government,professional,10187.55,47354.33,5338.71,None,5.763204962357942
774,775,M,widowed,59.97,1,education,tertiary,2621.31,20286.26,493.89,None,4.463146943228174
775,776,M,married,37.83,2,medicine,tertiary,6911.05,27441.06,3315.73,None,5.459493035232323
776,777,F,divorced,66.53,0,retired,tertiary,4247.35,13332.38,1735.79,None,4.244974004049059
777,778,M,married,45.18,3,government,professional,4440.64,18615.07,5440.42,None,5.650545704600394
778,779,F,divorced,56.69,0,IT,tertiary,4200.32,20587.99,556.05,None,4.478302327319853
779,780,F,single,24.41,0,construct,tertiary,4200.32,20587.99,556.05,None,4.449893423228152
780,781,M,married,35.65,0,medicine,tertiary,7085.18,32249.38,2389.03,None,5.375547938143349
781,782,M,single,25.83,0,finance,professional,10777.86,18021.58,6514.19,None,5.619515900523609
782,783,F,divorced,49.55,1,manuf,secondary,591.14,11233.95,1043.65,None,4.389822423643871
783,784,M,married,36.61,2,legal,postgrad,13452.37,38738.27,4325.51,A,5.6664829632402745
784,785,M,married,24.11,2,IT,secondary,2374.71,21143.15,702.15,A,4.512983210541117
785,786,F,widowed,62.6,1,manuf,tertiary,4996.87,26322.34,1427.11,None,4.91717528700898
786,787,M,single,27.85,0,government,secondary,3837.58,11528.44,926.63,None,4.383983849582254
787,788,M,married,48.1,1,medicine,secondary,592.85,22844.59,1931.55,A,5.076240162145102
788,789,M,married,36.28,4,construct,postgrad,592.85,22844.59,1931.55,None,5.169246314184887
789,790,F,divorced,70.67,1,retired,tertiary,3320.92,14239.21,984.07,None,4.004037092164994
790,791,M,widowed,59.92,0,IT,secondary,1797.91,23114.5,1548.9,None,4.877850216512709
791,792,F,divorced,44.18,2,government,postgrad,7611.07,19088.76,3066.3,None,5.46481734993779
792,793,M,single,26.59,0,manuf,professional,10358.03,25939.39,6537.16,B,5.777086854891884
793,794,M,married,40.01,2,finance,secondary,2581.99,16908.08,1215.64,None,4.768017883663069
794,795,M,single,28.04,0,finance,tertiary,3141.35,36605.62,1870.51,None,5.196308584929773
795,796,M,divorced,46.98,0,manuf,secondary,3463.28,20150.46,248.52,None,4.396634226376303
796,797,F,divorced,44.82,1,government,secondary,1779.11,11999.6,703.67,None,4.417053234650043
797,798,F,single,26.59,0,education,tertiary,6211.77,2184.0,1301.12,None,4.0356011558444616
798,799,F,married,40.04,2,finance,secondary,664.5,15280.47,1111.38,A,4.496920931826517
799,800,M,divorced,38.89,2,IT,postgrad,9464.5,29814.91,1154.4,None,5.166943473899467
800,801,M,married,25.13,2,medicine,postgrad,9599.25,58129.53,2420.35,None,5.60106356143611
801,802,F,widowed,59.59,1,finance,secondary,1968.71,19248.22,1724.96,None,4.77875904908685
802,803,M,married,45.04,3,finance,professional,9288.05,28036.63,4662.6,A,5.764545566574826
803,804,M,single,39.45,0,IT,tertiary,2821.16,35354.49,491.95,None,4.775118620964374
804,805,F,married,39.71,2,government,secondary,1564.97,21047.94,1253.96,A,4.704149297643173
805,806,M,divorced,49.74,2,finance,tertiary,5453.65,35356.57,2002.43,None,5.3512630550058855
806,807,F,single,24.42,0,legal,tertiary,11936.89,38085.24,1634.73,B,5.1048817932453385
807,808,M,widowed,58.26,2,manuf,postgrad,8080.11,26315.83,2788.69,None,5.382872962339383
808,809,F,married,47.91,1,government,postgrad,7987.51,9525.69,3545.08,None,5.015488290096739
809,810,F,divorced,41.38,0,government,tertiary,5467.24,28814.65,1583.41,None,5.169576435276651
810,811,F,single,25.66,0,government,professional,9994.61,51896.75,3851.1,None,5.562478533360691
811,812,F,single,28.0,0,government,secondary,684.95,12000.74,1082.56,None,4.329238542180573
812,813,F,single,30.66,0,manuf,secondary,530.51,7588.84,227.39,None,3.680119634510292
813,814,F,married,49.52,2,manuf,tertiary,5376.51,27389.08,1150.8,None,4.890480664899808
814,815,F,single,26.23,0,construct,professional,5376.51,27389.08,1150.8,None,4.9252285141134955
815,816,F,divorced,44.72,3,finance,tertiary,8372.52,28836.43,1949.38,None,5.357801560501719
816,817,M,widowed,61.79,0,legal,tertiary,7747.59,41349.2,2711.29,None,5.393136239527639
817,818,F,divorced,53.72,2,IT,tertiary,6183.15,25756.82,730.38,None,4.707102467712289
818,819,M,single,27.98,0,IT,tertiary,4861.62,23835.17,776.03,None,4.720519916616782
819,820,M,married,68.78,1,retired,tertiary,3873.03,13757.19,1305.14,None,4.1968640159426265
820,821,M,single,27.94,0,construct,professional,3873.03,13757.19,1305.14,None,4.760049099588122
821,822,F,divorced,49.04,0,manuf,secondary,2405.53,6160.56,1306.44,None,4.305288507233693
822,823,M,married,39.8,1,legal,tertiary,6496.27,29977.98,2885.32,None,5.475426747350482
823,824,F,married,40.08,3,finance,secondary,3089.44,18566.5,1412.62,A,4.733582631851231
824,825,F,single,27.95,0,government,postgrad,7847.95,27513.68,2731.16,B,5.316923467046784
825,826,F,married,37.47,1,manuf,professional,9999.45,25235.03,2261.93,None,5.2329182106016034
826,827,M,divorced,68.41,2,retired,secondary,1504.19,11625.56,792.12,None,3.8096641059534306
827,828,M,single,27.87,0,education,secondary,2803.0,18091.39,391.03,B,4.281904159138411
828,829,F,single,42.63,0,construct,tertiary,2803.0,18091.39,391.03,None,4.47605926747671
829,830,F,single,28.25,0,education,tertiary,3884.28,33656.69,578.24,None,4.642953363835235
830,831,M,divorced,47.04,0,legal,secondary,5078.44,22162.69,922.89,None,4.837511683540994
831,832,M,single,29.76,0,finance,secondary,2995.17,17383.45,1861.02,None,4.865847523767276
832,833,F,single,32.82,0,medicine,tertiary,8737.79,29421.79,1404.45,None,5.015232730745317
833,834,M,married,36.26,2,education,tertiary,3923.37,35158.51,1012.62,None,4.998316947708922
834,835,F,married,29.04,0,IT,tertiary,9620.29,27409.37,2176.26,A,5.086343357351998
835,836,F,divorced,30.98,0,IT,secondary,1562.65,14878.11,498.59,None,4.180819041243058
836,837,F,married,65.91,0,retired,secondary,1432.13,14981.29,701.59,None,3.7304205354168554
837,838,F,married,40.17,0,finance,tertiary,4014.03,32592.7,2298.18,None,5.257678763937407
838,839,M,married,24.83,0,government,tertiary,2768.89,5250.13,1852.5,None,4.438832009041622
839,840,F,widowed,59.99,2,medicine,tertiary,6463.95,38496.93,2368.3,None,5.259601639390574
840,841,M,single,40.96,0,medicine,postgrad,15018.77,45120.77,4387.11,None,5.781393604841764
841,842,F,single,24.08,0,finance,secondary,660.22,24755.34,1077.46,None,4.62807399822754
842,843,M,divorced,43.51,1,finance,secondary,1082.44,15019.49,999.19,None,4.6946126615582635
843,844,M,married,42.59,4,legal,tertiary,6993.89,27727.11,2029.39,None,5.381420205620348
844,845,M,married,26.59,2,finance,tertiary,8602.03,17002.21,2037.79,None,5.002667434925965
845,846,M,married,34.23,0,education,postgrad,7722.27,12825.17,1486.38,None,4.8627796560284775
846,847,M,divorced,39.51,3,finance,postgrad,5361.2,41902.21,3893.53,None,5.682438822296845
847,848,F,single,19.98,0,finance,secondary,2272.71,14287.3,1150.97,None,4.452819370935674
848,849,F,single,27.97,0,government,postgrad,7361.66,28364.91,1954.94,None,5.19247558891848
849,850,M,married,55.58,2,finance,secondary,2821.57,16220.6,1058.39,None,4.608153348256382
850,851,M,single,25.53,0,manuf,tertiary,2051.9,24212.14,1735.98,B,5.019293132056507
851,852,F,married,31.73,2,legal,professional,6936.42,74441.97,4713.93,A,6.199783264871318
852,853,F,married,51.65,0,manuf,professional,8948.02,15226.9,1718.37,None,4.882506154982666
853,854,M,married,40.69,1,construct,secondary,8948.02,15226.9,1718.37,A,4.9314861882527
854,855,M,divorced,44.73,0,IT,tertiary,7247.5,22575.66,828.11,None,4.971932058576462
855,856,F,divorced,44.86,1,legal,secondary,1915.08,19382.89,2011.31,None,5.074892184430265
856,857,M,single,32.48,0,finance,postgrad,7258.44,38175.67,3227.52,None,5.556013794734509
857,858,F,divorced,41.38,0,IT,tertiary,9339.0,12144.04,1479.12,None,4.7922515957717255
858,859,M,widowed,60.04,1,finance,postgrad,6016.4,38781.4,2869.1,None,5.464811695937345
859,860,M,married,31.57,3,finance,professional,14243.42,46115.76,4169.93,A,5.643858186903188
860,861,F,divorced,43.16,2,legal,tertiary,4838.32,30628.38,2200.88,None,5.379802536272363
861,862,F,single,19.16,0,IT,tertiary,7089.73,24045.95,2340.77,None,5.114839957675542
862,863,F,single,26.78,0,manuf,secondary,2753.22,18800.92,413.78,None,4.233423165819573
863,864,M,divorced,29.68,2,manuf,postgrad,10241.25,24121.35,2439.98,None,5.324558230314553
864,865,F,widowed,71.75,0,retired,tertiary,2330.11,18009.39,793.74,None,3.998180020646469
865,866,F,married,34.62,1,IT,secondary,1899.2,16227.06,702.96,None,4.294807514277776
866,867,M,married,39.73,1,legal,postgrad,9971.1,46357.07,4771.25,A,5.757227451731577
867,868,F,married,47.5,1,government,postgrad,8354.8,11994.68,1507.29,None,4.802701534792671
868,869,F,divorced,33.72,1,finance,tertiary,5225.92,33494.77,1759.23,None,5.1426655138698205
869,870,F,single,20.05,0,construct,professional,5225.92,33494.77,1759.23,None,5.155618085602913
870,871,M,single,31.38,0,medicine,secondary,2993.83,12321.45,1200.47,None,4.527839953246519
871,872,M,single,27.41,0,government,postgrad,9833.36,11026.02,2303.25,None,4.943488771542508
872,873,M,married,68.84,1,retired,tertiary,3509.98,23594.99,948.18,A,4.29126663023322
873,874,M,single,30.62,0,finance,professional,7188.77,50727.42,2278.04,None,5.487650459150746
874,875,M,single,25.22,0,manuf,professional,15150.67,48139.58,6678.19,None,5.979368604615562
875,876,F,married,64.65,0,IT,tertiary,5999.94,19611.86,2509.22,None,4.974785871438395
876,877,F,married,51.15,1,medicine,tertiary,8477.07,22760.84,1016.21,A,4.759146029533356
877,878,M,married,44.36,2,finance,postgrad,7459.63,24365.05,2999.64,None,5.63812446793834
878,879,F,married,39.36,2,manuf,secondary,1175.9,12520.68,956.84,None,4.345429106856658
879,880,F,divorced,49.47,0,government,postgrad,8099.53,25169.78,2488.36,None,5.367781091978053
880,881,M,married,65.09,1,retired,postgrad,2585.46,29592.53,815.53,None,4.359306306564012
881,882,F,married,69.43,0,retired,postgrad,4203.1,20957.13,1200.68,None,4.254826515946134
882,883,F,married,53.99,3,IT,secondary,1094.51,20597.15,956.35,None,4.497805435505491
883,884,F,married,29.13,1,finance,tertiary,6111.69,16563.68,1184.51,None,4.601539238967437
884,885,F,married,35.86,4,finance,professional,5814.34,38954.72,3396.35,None,5.445989375713994
885,886,M,single,34.91,0,finance,professional,10808.41,39125.43,5739.28,None,5.76701449226702
886,887,F,widowed,62.1,1,manuf,tertiary,5493.41,24729.65,2159.55,None,5.085738472350214
887,888,F,married,65.52,2,retired,postgrad,4009.23,20013.48,1811.16,None,4.427503679123021
888,889,F,single,33.56,0,manuf,professional,10856.17,8872.69,4148.52,None,4.983465061590314
889,890,M,single,26.91,0,government,secondary,1522.26,10931.53,1162.29,None,4.412019801450447
